raw_index,id,title,url,decision,reason,reading_source_id,duplicate_of
106,doi:10.3403/00681726u,Information technology. Open systems interconnection. Conformance testing methodology and framework,https://doi.org/10.3403/00681726u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
107,doi:10.3403/00776132,Information technology. Open systems interconnection. Conformance testing methodology and framework,https://doi.org/10.3403/00776132,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
108,doi:10.3403/00776132u,Information technology. Open systems interconnection. Conformance testing methodology and framework,https://doi.org/10.3403/00776132u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
109,doi:10.3403/00867361,Information technology. Telecommunications and information exchange between systems. X.25-DTE conformance testing,https://doi.org/10.3403/00867361,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
110,doi:10.3403/02152295,Geographic information. Conformance and testing,https://doi.org/10.3403/02152295,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
111,doi:10.3403/02152295u,Geographic information. Conformance and testing,https://doi.org/10.3403/02152295u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
112,doi:10.3403/02787843,"Assembly tools for screws and nuts. Hand torque tools. Requirements and test methods for design conformance testing, quality conformance testing and recalibration procedure",https://doi.org/10.3403/02787843,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
113,doi:10.3403/02787843u,"Assembly tools for screws and nuts. Hand torque tools. Requirements and test methods for design conformance testing, quality conformance testing and recalibration procedure",https://doi.org/10.3403/02787843u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
114,doi:10.3403/30033460u,Geographic information. Conformance and testing,https://doi.org/10.3403/30033460u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
115,doi:10.3403/30175531,Information technology. Conformance testing methodology for biometric data interchange formats defined in ISO/IEC 19794,https://doi.org/10.3403/30175531,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
116,doi:10.3403/30175531u,Information technology. Conformance testing methodology for biometric data interchange formats defined in ISO/IEC 19794,https://doi.org/10.3403/30175531u,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
117,doi:10.3403/30399518,Geographic information. Conformance and testing,https://doi.org/10.3403/30399518,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
118,doi:10.3403/30427967,Intelligent transport systems. ESafety. ECall end to end conformance testing,https://doi.org/10.3403/30427967,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
119,doi:10.3403/bseniso6789,"BS ENISO 6789-1 Hand torque tools - Requirements and test methods for design conformance testing, quality conformance testing and recalibration procedure",https://doi.org/10.3403/bseniso6789,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
120,doi:10.4018/978-1-4666-1580-9.ch009,CONFU,https://doi.org/10.4018/978-1-4666-1580-9.ch009,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
121,doi:10.4018/jsse.2010070103,CONFU,https://doi.org/10.4018/jsse.2010070103,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
122,doi:10.4028/www.scientific.net/ssp.198.232,Preliminary UAV Autopilot Integration and In-Flight Testing,https://doi.org/10.4028/www.scientific.net/ssp.198.232,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
123,doi:10.4324/9781315187662,Failsafe IS Project Delivery,https://doi.org/10.4324/9781315187662,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
124,doi:10.5626/jok.2024.51.6.528,Developement of SITL &amp; HITL System based on PX4-Matlab for VTOL Test,https://doi.org/10.5626/jok.2024.51.6.528,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
125,doi:10.5626/jok.2025.52.3.227,Improvement of XRCE-DDS Communication System for Swarm Environment of Unmanned Vehicles Based on PX4-ROS2,https://doi.org/10.5626/jok.2025.52.3.227,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
126,doi:10.6028/nbs.ir.88-3768,Standards conformance testing :,https://doi.org/10.6028/nbs.ir.88-3768,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
127,doi:10.6028/nist.ir.7210,Conformance testing of the government smart card,https://doi.org/10.6028/nist.ir.7210,exclude_out_of_scope,exclude_out_of_scope: generic conformance-testing standard or protocol text unrelated to autopilot recovery,,
128,doi:10.62717/2221-4550-2024-1-044,ОГЛЯД ПЛАТФОРМИ ARDUPILOT ДЛЯ АВТОНОМНИХ ЛІТАЛЬНИХ АПАРАТІВ: ВІД БАЗОВИХ ПРИНЦИПІВ ДО МОДЕЛЮВАННЯ ТА ІНТЕГРАЦІЇ З ДОДАТКОВИМ ОБЛАДНАННЯМ,https://doi.org/10.62717/2221-4550-2024-1-044,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
129,doi:10.70675/00ae7f23z6964z4102zb62ez392357a8ed33,Formal verification of an UAV autopilot : Static analysis and Verified Code Generation,https://doi.org/10.70675/00ae7f23z6964z4102zb62ez392357a8ed33,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
130,doi:10.7717/peerj-cs.3238/fig-3,"Figure 3: Camera coordinate system (Fu et al., 2023) includes Gazebo IRIS drone model (from ArduPilot Gazebo plugin, licensed under LGPL-3.0).",https://doi.org/10.7717/peerj-cs.3238/fig-3,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
131,doi:10.7840/kics.2021.46.4.679,Minimizing GPS Clock Synchronization Error for PX4-Based Unmanned Aircraft,https://doi.org/10.7840/kics.2021.46.4.679,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
132,doi:10.7840/kics.2024.49.7.947,Research on PX4-ROS2 Wireless Communication Optimization Technology for Swarm Operation,https://doi.org/10.7840/kics.2024.49.7.947,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
133,https://openalex.org/w2779944185,Implementation of a fixed-wing UAV autopilot in Snapdragon Flight board,https://openalex.org/W2779944185,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
134,https://openalex.org/w7165817576,Control-Aware Manipulation of ArduPilot via Legitimate MAVLink Commands: Simulation and Hardware Validation,https://openalex.org/W7165817576,unresolved_metadata,control-aware manipulation of ArduPilot via legitimate MAVLink commands with simulation and hardware validation: may exercise failsafe/timed policies; no abstract retained,C135,
135,doi:10.1002/9781394210039.ch4,Financial Compensation: Recovery of Direct Loss and/or Expense or Additional Costs,https://doi.org/10.1002/9781394210039.ch4,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
136,doi:10.1007/978-3-8348-9363-5_31,Proactive Security Testing and Fuzzing,https://doi.org/10.1007/978-3-8348-9363-5_31,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
137,doi:10.1017/cbo9781316162378,The Recovery of Non-Pecuniary Loss in European Contract Law,https://doi.org/10.1017/cbo9781316162378,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
138,doi:10.1109/access.2024.3376589,Digital Twins and Control Theory: A Critical Review on Revolutionizing Quadrotor UAVs,https://doi.org/10.1109/access.2024.3376589,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
139,doi:10.1109/icst49551.2021.00009,"Keynote Talk - Fuzzing, Symbolic Execution, and Synthesis for Testing",https://doi.org/10.1109/icst49551.2021.00009,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
140,doi:10.1109/wcnc.2010.5506247,Efficient Loss Recovery Using Network Coding in Vehicular Safety Communication,https://doi.org/10.1109/wcnc.2010.5506247,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
141,doi:10.1145/3678722.3685536,Automated Feature Testing of Verilog Parsers using Fuzzing (Registered Report),https://doi.org/10.1145/3678722.3685536,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
142,doi:10.11606/t.18.2023.tde-27032023-153150,"A tilt-wing VTOL UAV configuration study: flight dynamics modeling, simulation, states estimation, control, systems integration and flight testing",https://doi.org/10.11606/t.18.2023.tde-27032023-153150,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
143,doi:10.14711/thesis-991013061528103412,Enhance fuzzing testing with static program analysis,https://doi.org/10.14711/thesis-991013061528103412,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
144,doi:10.14722/ndss.2021.24096,PGFUZZ: Policy-Guided Fuzzing for Robotic Vehicles,https://doi.org/10.14722/ndss.2021.24096,linked_inspected,exact identifier alias of inspected record U2,U2,
145,doi:10.14722/ndss.2026.231014,ADGFUZZ: Assignment Dependency-Guided Fuzzing for Robotic Vehicles,https://doi.org/10.14722/ndss.2026.231014,linked_inspected,exact identifier alias of inspected record S2,S2,
146,doi:10.17576/pengurusan-2020-59-02,Islamic Finance and COVID-19 Recovery: The Role Profit-Loss Sharing Contract (Kewangan Islam dan Pemulihan COVID-19: Peranan Kontrak Perkongsian Untung Rugi),https://doi.org/10.17576/pengurusan-2020-59-02,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
147,doi:10.21070/ups.3030,Arknights Player Stress Level in Event Contingency Contract,https://doi.org/10.21070/ups.3030,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
148,doi:10.2139/ssrn.2845846,Contract Contingency in Vertically Related Markets,https://doi.org/10.2139/ssrn.2845846,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
149,doi:10.2307/1066950,Torts. Fraudulent Inducement of Marriage. Recovery for Loss of Prior Contract,https://doi.org/10.2307/1066950,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
150,doi:10.2307/1285596,Insurance: Recovery: Land Contract Purchaser Allowed Recovery on Both Vendee's and Vendor's Policies in Excess of Loss,https://doi.org/10.2307/1285596,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
151,doi:10.2307/1329041,Damages. Recovery for Loss of Unenforceable Resale Contract,https://doi.org/10.2307/1329041,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
152,doi:10.2307/1329794,Damages. Consequential Damages. Wrongful Ejection by Carrier. Loss of Contract as an Element of Recovery,https://doi.org/10.2307/1329794,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
153,doi:10.2307/1334235,Damages. Consequential Damages. Recovery for Loss of Business from Injury to Reputation by Breach of Pledge Contract,https://doi.org/10.2307/1334235,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
154,doi:10.2514/6.1964-1434,SPACE SIMULATION FOR SPACECRAFT AUTOPILOT SYSTEMS,https://doi.org/10.2514/6.1964-1434,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
155,doi:10.2514/6.1983-2770,Flight testing of the autopilot and terrain following radar system in the Tornado aircraft,https://doi.org/10.2514/6.1983-2770,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
156,doi:10.2514/6.2017-1558,"Flight Testing, Data Collection, and System Identification of a Multicopter UAV",https://doi.org/10.2514/6.2017-1558,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
157,doi:10.2514/6.2019-1961,Model-based System Health Management and Contingency Planning for Autonomous UAS,https://doi.org/10.2514/6.2019-1961,needs_full_text,model-based system health management and contingency planning for autonomous UAS (contingency/recovery criterion),C158,
158,doi:10.29173/alr1827,Concurrent Liability in Contract and Tort: Recovery of Pure Economic Loss and the Effect of Contributory Negligence,https://doi.org/10.29173/alr1827,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
159,doi:10.31228/osf.io/7gr3p,"The Time of the Contract: Insurance, Contingency, and the Arrangement of Risk",https://doi.org/10.31228/osf.io/7gr3p,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
160,doi:10.37539/aug298.2021.94.77.007,FUZZING TESTING. CLASSIFICATION OF MODERN FUZZING TOOLS,https://doi.org/10.37539/aug298.2021.94.77.007,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
161,doi:10.4324/9780203053553-9,Communication and the contingency of language,https://doi.org/10.4324/9780203053553-9,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
162,doi:10.4337/9781786431271.00021,The recovery of damages for non-pecuniary loss in contract and tort a unified approach,https://doi.org/10.4337/9781786431271.00021,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
163,doi:10.5040/9781509950225.ch-008,Recovery of the Loss under the Contract,https://doi.org/10.5040/9781509950225.ch-008,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
164,doi:10.5220/0012137100003538,Enhancing ICS Security Diagnostics with Pseudo-Greybox Fuzzing During Maintenance Testing,https://doi.org/10.5220/0012137100003538,exclude_out_of_scope,exclude_out_of_scope: fuzzing of non-UAV software,,
165,doi:10.5445/ir/1000185498,ConfuSense: Sensor Reconfiguration Attacks for Stealthy UAV Manipulation,https://doi.org/10.5445/ir/1000185498,unresolved_metadata,sensor reconfiguration attacks on UAVs: configuration-policy relevance unclear; no abstract retained,C166,
166,arxiv:2104.01283,"A Review of AI-enabled Routing Protocols for UAV Networks: Trends, Challenges, and Future Outlook",https://doi.org/10.48550/arxiv.2104.01283,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
167,arxiv:2307.13691,A Comprehensive Review of Recent Research Trends on UAVs,https://doi.org/10.48550/arxiv.2307.13691,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
168,arxiv:2608.27604,FlyBlind: Cross-Slice Timeliness Attacks on UAV Situational Awareness over 5G,https://doi.org/10.48550/arxiv.2608.27604,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
169,doi:10.1002/acs.3561,Disturbance rejection enhancement using predictive control for the fixed‐wing UAV with multiple ailerons,https://doi.org/10.1002/acs.3561,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
170,doi:10.1002/rob.70344,UAV‐Based Precision Seed Dropping for Automated Reforestation,https://doi.org/10.1002/rob.70344,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
171,doi:10.1038/s41598-026-68249-4,Coverage-path-planned autonomous UAV inspection for deep learning-based corrosion grading of steel railway bridges,https://doi.org/10.1038/s41598-026-68249-4,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
172,doi:10.1109/access.2023.3339631,Autonomous Advanced Aerial Mobility—An End-to-End Autonomy Framework for UAVs and Beyond,https://doi.org/10.1109/access.2023.3339631,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
173,doi:10.1109/access.2025.3620992,GPS Spoofing Attacks on Autonomous Navigation Systems for UAVs,https://doi.org/10.1109/access.2025.3620992,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
174,doi:10.1109/icccs65393.2025.11069729,Multi-UAV Multi-Task Allocation Based on Cognitive State-Based Hybrid Contract Net Protocol,https://doi.org/10.1109/icccs65393.2025.11069729,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
175,doi:10.1109/icuas60882.2024.10556983,Towards Autonomous Multi-UAV U-Space Operation Planning,https://doi.org/10.1109/icuas60882.2024.10556983,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
176,doi:10.1109/jmw.2023.3327188,A UAV Based CMOS Ku-Band Metasurface FMCW Radar System for Low-Altitude Snowpack Sensing,https://doi.org/10.1109/jmw.2023.3327188,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
177,doi:10.1109/mac64480.2025.11139892,UAV-to-UAV Communication in Sustainable Smart Cities: Free Space Path Loss Analysis for Urban Development,https://doi.org/10.1109/mac64480.2025.11139892,exclude_out_of_scope,"exclude_out_of_scope: UAV-assisted network/communication recovery or throughput (UAV as relay/base station), not autopilot recovery",,
178,doi:10.1109/mra.2016.2515038,"How the Outback Challenge Was Won: The Motivation for the UAV Challenge Outback Rescue, the Competition Mission, and a Summary of the Six Events",https://doi.org/10.1109/mra.2016.2515038,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
179,doi:10.1109/seams59076.2023.00030,Self-Adaptive Mechanisms for Misconfigurations in Small Uncrewed Aerial Systems,https://doi.org/10.1109/seams59076.2023.00030,needs_full_text,self-adaptive mechanisms for misconfigurations in sUAS (timed safety/configuration policy criterion),C180,
180,doi:10.1139/dsa-2024-0062,Experimental implementation of state-dependent Riccati equation control on quadrotors,https://doi.org/10.1139/dsa-2024-0062,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
181,doi:10.1145/3564821,Automated Identification and Qualitative Characterization of Safety Concerns Reported in UAV Software Platforms,https://doi.org/10.1145/3564821,unresolved_metadata,automated identification of safety concerns in UAV software platforms: may catalogue failsafe/timed-policy concerns; no abstract retained,C182,
182,doi:10.1155/2024/4285475,Coupling an Autonomous UAV With a ML Framework for Sustainable Environmental Monitoring and Remote Sensing,https://doi.org/10.1155/2024/4285475,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
183,doi:10.1371/journal.pone.0316431,Pre-siting of UAV stations for traffic accident assessment considering road dispersion,https://doi.org/10.1371/journal.pone.0316431,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
184,doi:10.20944/preprints202306.1725.v1,Multirotor UAV – a Multidisciplinary Platform for Teaching Mechatronics Engineering,https://doi.org/10.20944/preprints202306.1725.v1,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
185,doi:10.20944/preprints202411.1684.v1,A Smart Contract-Based Algorithm for Offline UAV Task Collaboration: A New Solution for Managing Communication Interruptions,https://doi.org/10.20944/preprints202411.1684.v1,needs_full_text,offline UAV task collaboration under communication interruption (communication-loss recovery criterion),C186,
186,doi:10.22541/au.176281850.08964861/v1,Post-Quantum Cryptography for Military UAV Communication Systems A Comprehensive Framework for Quantum-Resistant Security in MAVLink-Based Unmanned Aerial Vehicles,https://doi.org/10.22541/au.176281850.08964861/v1,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
187,doi:10.2514/6.2008-484,Service Abstraction Layer for UAV Flexible Application Development,https://doi.org/10.2514/6.2008-484,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
188,doi:10.25172/jalc.71.3.5,The UAV and the Current and Future Regulatory Construct for Integration into the National Airspace System,https://doi.org/10.25172/jalc.71.3.5,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
189,doi:10.32604/cmc.2024.056183,Computing Challenges of UAV Networks: A Comprehensive Survey,https://doi.org/10.32604/cmc.2024.056183,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
190,doi:10.3390/app16021143,Proactive Path Planning Using Centralized UAV-UGV Coordination in Semi-Structured Agricultural Environments,https://doi.org/10.3390/app16021143,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
191,doi:10.3390/app16073339,Secure Communication Protocols and AI-Based Anomaly Detection in UAV-GCS,https://doi.org/10.3390/app16073339,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
192,doi:10.3390/biomimetics11040286,Bioinspired Spatio-Temporal Cooperative Path Planning for Heterogeneous UAVs Driven by Bi-Level Games: An SSA-MPC Fusion Approach,https://doi.org/10.3390/biomimetics11040286,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
193,doi:10.3390/drones10010011,A Comprehensive Review of Path-Planning Algorithms for Multi-UAV Swarms,https://doi.org/10.3390/drones10010011,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
194,doi:10.3390/drones10070534,A Hybrid A*–APF Path Planning Framework with Payload Stability Constraints for Cargo UAVs in Continuous Heterogeneous Environments,https://doi.org/10.3390/drones10070534,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
195,doi:10.3390/drones5040103,Precision Landing for Low-Maintenance Remote Operations with UAVs,https://doi.org/10.3390/drones5040103,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
196,doi:10.3390/drones9090663,Mechanisms and Control Strategies for Morphing Structures in Quadrotors: A Review and Future Prospects,https://doi.org/10.3390/drones9090663,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
197,doi:10.3390/electronics15020317,Detection and Mitigation of Cyber Attacks on UAV Networks,https://doi.org/10.3390/electronics15020317,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
198,doi:10.3390/electronics15143236,A UAV Path Planning Framework for LEO Satellite Monitoring with Hard Corridor Constraints,https://doi.org/10.3390/electronics15143236,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
199,doi:10.3390/systems11080400,A Comprehensive Review of Recent Research Trends on Unmanned Aerial Vehicles (UAVs),https://doi.org/10.3390/systems11080400,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
200,doi:10.36227/techrxiv.175756484.48648133/v1,"AI Robotics Open Source R&D Survey: Foundation Models, Datasets, Simulation, and Benchmarks Platforms (2023-2025)",https://doi.org/10.36227/techrxiv.175756484.48648133/v1,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
201,doi:10.36227/techrxiv.24523051,Autonomous Advanced Aerial Mobility –An End-to-end Autonomy Framework for UAVs and Beyond,https://doi.org/10.36227/techrxiv.24523051,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
202,doi:10.54660/ijmer.2022.3.1.90-109,UAV and Computer Vision Integration for Automated Pavement Distress Detection and Classification,https://doi.org/10.54660/ijmer.2022.3.1.90-109,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
203,doi:10.63313/ajet.9050,Adaptive Multispectral Perception and Distributed Trajectory Optimization for Low Altitude Economic UAV Swarms Operating in Complex Mountainous Agricultural Ecosystems of Yunnan,https://doi.org/10.63313/ajet.9050,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
204,https://openalex.org/w1501969294,Earth Observations and the Role of UAVs: A Capabilities Assessment,https://openalex.org/W1501969294,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
205,https://openalex.org/w1935408225,Considerations for a roadmap for the operation of unmanned aerial vehicles (UAV) in South African airspace,https://openalex.org/W1935408225,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
206,https://openalex.org/w2611689377,Development of a Low-Cost Solution for the Navigation of UAVs in GPS-DeniedEnvironment,https://openalex.org/W2611689377,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
207,https://openalex.org/w2791660759,The UAV logger as a potential alternative for timber transportation in the Canadian boreal forest,https://openalex.org/W2791660759,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
208,https://openalex.org/w4412282583,"Long Time Coming:Developing and Integrating UAVs into the American, British, French, and Danish Armed Forces",https://openalex.org/W4412282583,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
209,https://openalex.org/w7123379820,"Ανάπτυξη ολοκληρωμένου συστήματος επιτήρησης με χρήση αυτόνομων UAV μέσω edge computing, δικτυακής ασφάλειας και ενσωματωμένης τεχνητής νοημοσύνης",https://openalex.org/W7123379820,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
210,https://openalex.org/w7134094356,When Connectivity Is Not Enough: Cross-Layer Attacks on UAV C2 over 5G,https://openalex.org/W7134094356,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
211,https://openalex.org/w7155244937,Glitch in the Sky: Exploiting Voltage Fault Injection in UAV Flight Controllers,https://openalex.org/W7155244937,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
212,https://openalex.org/w7170111227,RT-SHCUA: Real-Time Self-Hosted Computer-Use Agent for UAV Control,https://openalex.org/W7170111227,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
213,https://openalex.org/w7202066013,Resilient Drone Swarm Control: Manual Leader-Follower Architecture with Autonomous Failover and Reconfiguration,https://openalex.org/W7202066013,needs_full_text,leader-follower swarm with autonomous failover and reconfiguration on loss (communication-loss recovery criterion),C214,
