db,id,year,title,venue,type,url,query,already_screened_d01,triage_score,triage_terms
crossref,doi:10.7840/kics.2021.46.4.679,2021,Minimizing GPS Clock Synchronization Error for PX4-Based Unmanned Aircraft,The Journal of Korean Institute of Communications and Information Sciences,journal-article,https://doi.org/10.7840/kics.2021.46.4.679,PX4 ArduPilot failsafe differential testing,False,3,px4
crossref,doi:10.1097/00000542-197502000-00022,1975,More Failsafe Failsafes,Anesthesiology,journal-article,https://doi.org/10.1097/00000542-197502000-00022,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.1142/9789812819901_0003,1997,PROTOCOL CONFORMANCE TESTING,Protocol Conformance Testing Using Unique Input/Output Sequences,book-chapter,https://doi.org/10.1142/9789812819901_0003,multicopter failsafe behaviour conformance testing simulation,False,3,conformance
crossref,doi:10.4028/www.scientific.net/ssp.198.232,2013,Preliminary UAV Autopilot Integration and In-Flight Testing,Solid State Phenomena,journal-article,https://doi.org/10.4028/www.scientific.net/ssp.198.232,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.1109/olt.2003.1214390,,Property coverage for quality assessment of fault tolerant or failsafe systems,"9th IEEE On-Line Testing Symposium, 2003. IOLTS 2003.",proceedings-article,https://doi.org/10.1109/olt.2003.1214390,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.2514/6.2002-4976,2002,Rapid Development of UAV Autopilot Design Using Matlab/Simulink,AIAA Modeling and Simulation Technologies Conference and Exhibit,proceedings-article,https://doi.org/10.2514/6.2002-4976,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.12677/dsc.2019.82019,2019,Research on Obstacle Avoidance System and Path Planning of Unmanned Ground Vehicle Based on PX4,Dynamical Systems and Control,journal-article,https://doi.org/10.12677/dsc.2019.82019,PX4 ArduPilot recovery benchmark,False,3,px4
crossref,doi:10.7840/kics.2024.49.7.947,2024,Research on PX4-ROS2 Wireless Communication Optimization Technology for Swarm Operation,The Journal of Korean Institute of Communications and Information Sciences,journal-article,https://doi.org/10.7840/kics.2024.49.7.947,PX4 ArduPilot failsafe differential testing,False,3,px4
crossref,doi:10.1111/ele.14015/v1/review2,2022,"Review for ""Acoustic restoration: Using soundscapes to benchmark and fast‐track recovery of ecological communities""",,peer-review,https://doi.org/10.1111/ele.14015/v1/review2,PX4 ArduPilot recovery benchmark,False,3,recovery;benchmark
crossref,doi:10.1111/ele.14015/v2/review1,2022,"Review for ""Acoustic restoration: Using soundscapes to benchmark and fast‐track recovery of ecological communities""",,peer-review,https://doi.org/10.1111/ele.14015/v2/review1,PX4 ArduPilot recovery benchmark,False,3,recovery;benchmark
crossref,doi:10.1111/ele.14015/v1/review1,2021,"Review for ""Acoustic restoration: Using soundscapes to benchmark and fast‐track recovery of ecological communities""",,peer-review,https://doi.org/10.1111/ele.14015/v1/review1,PX4 ArduPilot recovery benchmark,False,3,recovery;benchmark
crossref,doi:10.1002/9781119564362.ch8,2019,Rollouts and Refreshes with Configuration Designer and Autopilot,MDM,other,https://doi.org/10.1002/9781119564362.ch8,UAV autopilot failsafe configuration testing fuzzing,False,3,configuration;autopilot
crossref,doi:10.1109/icstcc.2018.8540682,2018,Stabilizer Autopilot Design For Fixed Wing UAV Using ODSMC,"2018 22nd International Conference on System Theory, Control and Computing (ICSTCC)",proceedings-article,https://doi.org/10.1109/icstcc.2018.8540682,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.6028/nbs.ir.88-3768,1988,Standards conformance testing :,,report,https://doi.org/10.6028/nbs.ir.88-3768,multicopter failsafe behaviour conformance testing simulation,False,3,conformance
crossref,doi:10.14711/thesis-991012818169103412,,Techniques for a failsafe visual inertial SLAM system,,dissertation,https://doi.org/10.14711/thesis-991012818169103412,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.1109/icicta.2010.648,2010,The Design of Small UAV Autopilot Hardware System Based on DSP,2010 International Conference on Intelligent Computation Technology and Automation,proceedings-article,https://doi.org/10.1109/icicta.2010.648,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.1109/prdc.2004.1276577,,The system recovery benchmark,"10th IEEE Pacific Rim International Symposium on Dependable Computing, 2004. Proceedings.",proceedings-article,https://doi.org/10.1109/prdc.2004.1276577,PX4 ArduPilot recovery benchmark,False,3,recovery;benchmark
crossref,doi:10.1007/978-0-387-34988-6_6,1996,Timed systems behaviour and conformance testing — a mathematical framework,Protocol Test Systems VIII,book-chapter,https://doi.org/10.1007/978-0-387-34988-6_6,multicopter failsafe behaviour conformance testing simulation,False,3,conformance
crossref,doi:10.1109/tpsd.2008.4562731,2008,UAV Autopilot Integration and Testing,2008 IEEE Region 5 Conference,proceedings-article,https://doi.org/10.1109/tpsd.2008.4562731,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.1109/wcica.2004.1340552,,UAV tight formation flight modeling and autopilot designing,Fifth World Congress on Intelligent Control and Automation (IEEE Cat. No.04EX788),proceedings-article,https://doi.org/10.1109/wcica.2004.1340552,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.2139/ssrn.7319893,2026,VIGOR: Distributed Multi-UAV Exploration with Connectivity Recovery in Communication-Limited Environments,,posted-content,https://doi.org/10.2139/ssrn.7319893,UAV communication loss contingency recovery contract,False,3,recovery;uav
crossref,doi:10.1055/b-0035-110301,1982,c) Orthophosphonsäure-Derivate (R-PX4 ) (1 P-C-Bindung),Organische Phosphor-Verbindungen II,book-chapter,https://doi.org/10.1055/b-0035-110301,PX4 ArduPilot failsafe differential testing,False,3,px4
crossref,doi:10.1007/springerreference_14166,,failsafe,SpringerReference,reference-entry,https://doi.org/10.1007/springerreference_14166,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.1007/springerreference_14169,,failsafe operation,SpringerReference,reference-entry,https://doi.org/10.1007/springerreference_14169,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.1007/1-4020-0613-6_6765,2000,failsafe operation,Computer Science and Communications Dictionary,book-chapter,https://doi.org/10.1007/1-4020-0613-6_6765,PX4 ArduPilot failsafe differential testing,False,3,failsafe
crossref,doi:10.1109/irc.2018.00054,2018,jUAV: A Real-Time Java UAV Autopilot,2018 Second IEEE International Conference on Robotic Computing (IRC),proceedings-article,https://doi.org/10.1109/irc.2018.00054,UAV autopilot failsafe configuration testing fuzzing,False,3,autopilot;uav
crossref,doi:10.62717/2221-4550-2024-1-044,2024,ОГЛЯД ПЛАТФОРМИ ARDUPILOT ДЛЯ АВТОНОМНИХ ЛІТАЛЬНИХ АПАРАТІВ: ВІД БАЗОВИХ ПРИНЦИПІВ ДО МОДЕЛЮВАННЯ ТА ІНТЕГРАЦІЇ З ДОДАТКОВИМ ОБЛАДНАННЯМ,Human and Space,proceedings-article,https://doi.org/10.62717/2221-4550-2024-1-044,PX4 ArduPilot recovery benchmark,False,3,ardupilot
crossref,doi:10.26102/2310-6018/2025.50.3.018,2025,Технологические аспекты проектирования беспилотного электромобиля на базе конструктора Bigo.Land и ArduPilot,"МОДЕЛИРОВАНИЕ, ОПТИМИЗАЦИЯ И ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",journal-article,https://doi.org/10.26102/2310-6018/2025.50.3.018,PX4 ArduPilot failsafe differential testing,False,3,ardupilot
openalex,doi:10.1051/matecconf/202541704018,2025,Development and integration of an autopilot system for a full-sized aircraft using open-source UAV technology,MATEC Web of Conferences,conference-paper,https://doi.org/10.1051/matecconf/202541704018,PX4 ArduPilot failsafe differential testing,False,3,autopilot;uav
openalex,https://openalex.org/W2779944185,2017,Implementation of a fixed-wing UAV autopilot in Snapdragon Flight board,Lume (Universidade Federal do Rio Grande do Sul),dissertation,http://hdl.handle.net/10183/165237,PX4 ArduPilot failsafe differential testing,False,3,autopilot;uav
arxiv,arxiv:1908.06301,2019,Design Automation and Optimization Methodology for Electric Multicopter UAVs,,,https://arxiv.org/abs/1908.06301,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;uav
arxiv,arxiv:2609.06520,2026,Dynamic System Emulation: Fixed Wing Dynamics on a Multicopter,,,https://arxiv.org/abs/2609.06520,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;benchmark
arxiv,arxiv:2404.08296,2024,High-Speed Interception Multicopter Control by Image-based Visual Servoing,,,https://arxiv.org/abs/2404.08296,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;uav
arxiv,arxiv:2101.02889,2021,Practical Control for Multicopters to Avoid Non-Cooperative Moving Obstacles,,,https://arxiv.org/abs/2101.02889,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;uav
arxiv,arxiv:2111.11049,2021,Practical Distributed Control for Cooperative Multicopters in Structured Free Flight Concepts,,,https://arxiv.org/abs/2111.11049,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;uav
arxiv,arxiv:1904.04223,2019,Rapid Collision Detection for Multicopter Trajectories,,,https://arxiv.org/abs/1904.04223,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;benchmark
arxiv,arxiv:2201.07121,2022,Reconfigurable Control of a Class of Multicopters,,,https://arxiv.org/abs/2201.07121,multicopter failsafe behaviour conformance testing simulation,False,2,configuration;multicopter
crossref,doi:10.11606/t.18.2023.tde-27032023-153150,,"A tilt-wing VTOL UAV configuration study: flight dynamics modeling, simulation, states estimation, control, systems integration and flight testing",,dissertation,https://doi.org/10.11606/t.18.2023.tde-27032023-153150,UAV autopilot failsafe configuration testing fuzzing,False,2,configuration;uav
crossref,doi:10.21070/ups.3030,2023,Arknights Player Stress Level in Event Contingency Contract,,posted-content,https://doi.org/10.21070/ups.3030,UAV communication loss contingency recovery contract,False,2,contingency
crossref,doi:10.1145/3678722.3685536,2024,Automated Feature Testing of Verilog Parsers using Fuzzing (Registered Report),Proceedings of the 3rd ACM International Fuzzing Workshop,proceedings-article,https://doi.org/10.1145/3678722.3685536,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.4324/9780203053553-9,2002,Communication and the contingency of language,Strong Hermeneutics,book-chapter,https://doi.org/10.4324/9780203053553-9,UAV communication loss contingency recovery contract,False,2,contingency
crossref,doi:10.29173/alr1827,1982,Concurrent Liability in Contract and Tort: Recovery of Pure Economic Loss and the Effect of Contributory Negligence,Alberta Law Review,journal-article,https://doi.org/10.29173/alr1827,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2139/ssrn.2845846,2016,Contract Contingency in Vertically Related Markets,,posted-content,https://doi.org/10.2139/ssrn.2845846,UAV communication loss contingency recovery contract,False,2,contingency
crossref,doi:10.2307/1334235,1937,Damages. Consequential Damages. Recovery for Loss of Business from Injury to Reputation by Breach of Pledge Contract,Harvard Law Review,journal-article,https://doi.org/10.2307/1334235,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2307/1329794,1923,Damages. Consequential Damages. Wrongful Ejection by Carrier. Loss of Contract as an Element of Recovery,Harvard Law Review,journal-article,https://doi.org/10.2307/1329794,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2307/1329041,1924,Damages. Recovery for Loss of Unenforceable Resale Contract,Harvard Law Review,journal-article,https://doi.org/10.2307/1329041,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.1109/wcnc.2010.5506247,2010,Efficient Loss Recovery Using Network Coding in Vehicular Safety Communication,2010 IEEE Wireless Communication and Networking Conference,proceedings-article,https://doi.org/10.1109/wcnc.2010.5506247,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.14711/thesis-991013061528103412,,Enhance fuzzing testing with static program analysis,,dissertation,https://doi.org/10.14711/thesis-991013061528103412,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.5220/0012137100003538,2023,Enhancing ICS Security Diagnostics with Pseudo-Greybox Fuzzing During Maintenance Testing,Proceedings of the 18th International Conference on Software Technologies,proceedings-article,https://doi.org/10.5220/0012137100003538,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.37539/aug298.2021.94.77.007,2021,FUZZING TESTING. CLASSIFICATION OF MODERN FUZZING TOOLS,"Сборник избранных статей по материалам научных конференций ГНИИ ""Нацразвитие"" (Санкт-Петербург, Август 2021)",proceedings-article,https://doi.org/10.37539/aug298.2021.94.77.007,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.1002/9781394210039.ch4,2026,Financial Compensation: Recovery of Direct Loss and/or Expense or Additional Costs,Building Contract Claims,other,https://doi.org/10.1002/9781394210039.ch4,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2514/6.2017-1558,2017,"Flight Testing, Data Collection, and System Identification of a Multicopter UAV",AIAA Modeling and Simulation Technologies Conference,proceedings-article,https://doi.org/10.2514/6.2017-1558,multicopter failsafe behaviour conformance testing simulation,False,2,multicopter;uav
crossref,doi:10.2514/6.1983-2770,1983,Flight testing of the autopilot and terrain following radar system in the Tornado aircraft,2nd Flight Testing Conference,proceedings-article,https://doi.org/10.2514/6.1983-2770,UAV autopilot failsafe configuration testing fuzzing,False,2,autopilot
crossref,doi:10.2307/1285596,1956,Insurance: Recovery: Land Contract Purchaser Allowed Recovery on Both Vendee's and Vendor's Policies in Excess of Loss,Michigan Law Review,journal-article,https://doi.org/10.2307/1285596,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.17576/pengurusan-2020-59-02,2020,Islamic Finance and COVID-19 Recovery: The Role Profit-Loss Sharing Contract (Kewangan Islam dan Pemulihan COVID-19: Peranan Kontrak Perkongsian Untung Rugi),Jurnal Pengurusan,journal-article,https://doi.org/10.17576/pengurusan-2020-59-02,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.1109/icst49551.2021.00009,2021,"Keynote Talk - Fuzzing, Symbolic Execution, and Synthesis for Testing","2021 14th IEEE Conference on Software Testing, Verification and Validation (ICST)",proceedings-article,https://doi.org/10.1109/icst49551.2021.00009,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.1007/978-3-8348-9363-5_31,2010,Proactive Security Testing and Fuzzing,ISSE 2009 Securing Electronic Business Processes,book-chapter,https://doi.org/10.1007/978-3-8348-9363-5_31,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
crossref,doi:10.5040/9781509950225.ch-008,2022,Recovery of the Loss under the Contract,Allocation of Liability for Dangerous Goods under International Trade Law,book-chapter,https://doi.org/10.5040/9781509950225.ch-008,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2514/6.1964-1434,1964,SPACE SIMULATION FOR SPACECRAFT AUTOPILOT SYSTEMS,Space Simulation  Testing Conference,proceedings-article,https://doi.org/10.2514/6.1964-1434,UAV autopilot failsafe configuration testing fuzzing,False,2,autopilot
crossref,doi:10.1017/cbo9781316162378,2015,The Recovery of Non-Pecuniary Loss in European Contract Law,,book,https://doi.org/10.1017/cbo9781316162378,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.31228/osf.io/7gr3p,2017,"The Time of the Contract: Insurance, Contingency, and the Arrangement of Risk",,posted-content,https://doi.org/10.31228/osf.io/7gr3p,UAV communication loss contingency recovery contract,False,2,contingency
crossref,doi:10.4337/9781786431271.00021,2019,The recovery of damages for non-pecuniary loss in contract and tort a unified approach,Research Handbook on Remedies in Private Law,book-chapter,https://doi.org/10.4337/9781786431271.00021,UAV communication loss contingency recovery contract,False,2,recovery
crossref,doi:10.2307/1066950,1932,Torts. Fraudulent Inducement of Marriage. Recovery for Loss of Prior Contract,Virginia Law Review,journal-article,https://doi.org/10.2307/1066950,UAV communication loss contingency recovery contract,False,2,recovery
openalex,doi:10.14722/ndss.2026.231014,2026,ADGFUZZ: Assignment Dependency-Guided Fuzzing for Robotic Vehicles,,conference-paper,https://doi.org/10.14722/ndss.2026.231014,PX4 ArduPilot recovery benchmark,False,2,fuzz
openalex,doi:10.5445/ir/1000185498,2025,ConfuSense: Sensor Reconfiguration Attacks for Stealthy UAV Manipulation,Repository KITopen (Karlsruhe Institute of Technology),conference-paper,https://doi.org/10.5445/ir/1000185498,PX4 ArduPilot failsafe differential testing,False,2,configuration;uav
openalex,doi:10.1109/access.2024.3376589,2024,Digital Twins and Control Theory: A Critical Review on Revolutionizing Quadrotor UAVs,IEEE Access,article,https://doi.org/10.1109/access.2024.3376589,PX4 ArduPilot failsafe differential testing,False,2,quadrotor;uav
openalex,doi:10.2514/6.2019-1961,2019,Model-based System Health Management and Contingency Planning for Autonomous UAS,AIAA Scitech 2019 Forum,conference-paper,https://doi.org/10.2514/6.2019-1961,PX4 ArduPilot recovery benchmark,False,2,contingency
openalex,doi:10.14722/ndss.2021.24096,2021,PGFUZZ: Policy-Guided Fuzzing for Robotic Vehicles,,conference-paper,https://doi.org/10.14722/ndss.2021.24096,UAV autopilot failsafe configuration testing fuzzing,False,2,fuzz
arxiv,arxiv:1705.08775,2017,A Control Performance Index for Multicopters Under Off-nominal Conditions,,,https://arxiv.org/abs/1705.08775,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:2607.16512,2026,A Unified Statistical Framework for Multicopter Propeller Damage Diagnosis Based on Functionally Pooled Models and Bayesian Quantification: Experimental Flight Test Assessment,,,https://arxiv.org/abs/2607.16512,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:0802.1667,2008,"An empirical study of large, naturally occurring starling flocks: a benchmark in collective animal behaviour",,,https://arxiv.org/abs/0802.1667,multicopter failsafe behaviour conformance testing simulation,False,1,benchmark
arxiv,arxiv:2204.08348,2022,Automated Test Generation for REST APIs: No Time to Rest Yet,,,https://arxiv.org/abs/2204.08348,PX4 ArduPilot failsafe differential testing,False,1,benchmark
arxiv,arxiv:2212.08726,2022,Learning Non-robustness using Simulation-based Testing: a Network Traffic-shaping Case Study,,,https://arxiv.org/abs/2212.08726,multicopter failsafe behaviour conformance testing simulation,False,1,configuration
arxiv,arxiv:2502.07719,2025,OpenCat: Improving Interoperability of ADS Testing,,,https://arxiv.org/abs/2502.07719,PX4 ArduPilot failsafe differential testing,False,1,benchmark
arxiv,arxiv:2109.04741,2021,"Range, Endurance, and Optimal Speed Estimates for Multicopters",,,https://arxiv.org/abs/2109.04741,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:2308.04009,2023,Safe Control Synthesis for Multicopter via Control Barrier Function Backstepping,,,https://arxiv.org/abs/2308.04009,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:2410.06852,2024,Safe Reinforcement Learning Filter for Multicopter Collision-Free Tracking under disturbances,,,https://arxiv.org/abs/2410.06852,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:2008.07689,2020,Soft Multicopter Control using Neural Dynamics Identification,,,https://arxiv.org/abs/2008.07689,multicopter failsafe behaviour conformance testing simulation,False,1,multicopter
arxiv,arxiv:2202.12139,2022,Testing Deep Learning Models: A First Comparative Study of Multiple Testing Techniques,,,https://arxiv.org/abs/2202.12139,PX4 ArduPilot failsafe differential testing,False,1,benchmark
arxiv,arxiv:2410.16956,2024,Towards an Assisted Simulation Planning for Co-Simulation of Cyber-Physical Energy Systems,,,https://arxiv.org/abs/2410.16956,multicopter failsafe behaviour conformance testing simulation,False,1,configuration
crossref,doi:10.20944/preprints202411.1684.v1,2024,A Smart Contract-Based Algorithm for Offline UAV Task Collaboration: A New Solution for Managing Communication Interruptions,,posted-content,https://doi.org/10.20944/preprints202411.1684.v1,UAV communication loss contingency recovery contract,False,1,uav
crossref,doi:10.1109/icccs65393.2025.11069729,2025,Multi-UAV Multi-Task Allocation Based on Cognitive State-Based Hybrid Contract Net Protocol,2025 10th International Conference on Computer and Communication System (ICCCS),proceedings-article,https://doi.org/10.1109/icccs65393.2025.11069729,UAV communication loss contingency recovery contract,False,1,uav
crossref,doi:10.1109/mac64480.2025.11139892,2025,UAV-to-UAV Communication in Sustainable Smart Cities: Free Space Path Loss Analysis for Urban Development,"2025 Third International Conference on Microwave, Antenna and Communication (MAC)",proceedings-article,https://doi.org/10.1109/mac64480.2025.11139892,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.3390/drones10010011,2025,A Comprehensive Review of Path-Planning Algorithms for Multi-UAV Swarms,Drones,article,https://doi.org/10.3390/drones10010011,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.48550/arxiv.2307.13691,2023,A Comprehensive Review of Recent Research Trends on UAVs,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2307.13691,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.3390/systems11080400,2023,A Comprehensive Review of Recent Research Trends on Unmanned Aerial Vehicles (UAVs),Systems,article,https://doi.org/10.3390/systems11080400,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.3390/drones10070534,2026,A Hybrid A*–APF Path Planning Framework with Payload Stability Constraints for Cargo UAVs in Continuous Heterogeneous Environments,Drones,article,https://doi.org/10.3390/drones10070534,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.48550/arxiv.2104.01283,2021,"A Review of AI-enabled Routing Protocols for UAV Networks: Trends, Challenges, and Future Outlook",arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2104.01283,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.1109/jmw.2023.3327188,2023,A UAV Based CMOS Ku-Band Metasurface FMCW Radar System for Low-Altitude Snowpack Sensing,IEEE Journal of Microwaves,article,https://doi.org/10.1109/jmw.2023.3327188,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.3390/electronics15143236,2026,A UAV Path Planning Framework for LEO Satellite Monitoring with Hard Corridor Constraints,Electronics,article,https://doi.org/10.3390/electronics15143236,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.36227/techrxiv.175756484.48648133/v1,2025,"AI Robotics Open Source R&D Survey: Foundation Models, Datasets, Simulation, and Benchmarks Platforms (2023-2025)",,preprint,https://doi.org/10.36227/techrxiv.175756484.48648133/v1,PX4 ArduPilot recovery benchmark,False,1,benchmark
openalex,doi:10.63313/ajet.9050,2026,Adaptive Multispectral Perception and Distributed Trajectory Optimization for Low Altitude Economic UAV Swarms Operating in Complex Mountainous Agricultural Ecosystems of Yunnan,Academic Journal of Emerging Technologies,article,https://doi.org/10.63313/ajet.9050,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.1145/3564821,2022,Automated Identification and Qualitative Characterization of Safety Concerns Reported in UAV Software Platforms,ACM Transactions on Software Engineering and Methodology,article,https://doi.org/10.1145/3564821,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.36227/techrxiv.24523051,2023,Autonomous Advanced Aerial Mobility –An End-to-end Autonomy Framework for UAVs and Beyond,,preprint,https://doi.org/10.36227/techrxiv.24523051,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1109/access.2023.3339631,2023,Autonomous Advanced Aerial Mobility—An End-to-End Autonomy Framework for UAVs and Beyond,IEEE Access,article,https://doi.org/10.1109/access.2023.3339631,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.3390/biomimetics11040286,2026,Bioinspired Spatio-Temporal Cooperative Path Planning for Heterogeneous UAVs Driven by Bi-Level Games: An SSA-MPC Fusion Approach,Biomimetics,article,https://doi.org/10.3390/biomimetics11040286,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.32604/cmc.2024.056183,2024,Computing Challenges of UAV Networks: A Comprehensive Survey,"Computers, materials & continua/Computers, materials & continua (Print)",article,https://doi.org/10.32604/cmc.2024.056183,UAV communication loss contingency recovery contract,False,1,uav
openalex,https://openalex.org/W1935408225,2008,Considerations for a roadmap for the operation of unmanned aerial vehicles (UAV) in South African airspace,SUNScholar (Stellenbosch University),dissertation,http://hdl.handle.net/10019.1/1447,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1155/2024/4285475,2024,Coupling an Autonomous UAV With a ML Framework for Sustainable Environmental Monitoring and Remote Sensing,International Journal of Aerospace Engineering,article,https://doi.org/10.1155/2024/4285475,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.1038/s41598-026-68249-4,2026,Coverage-path-planned autonomous UAV inspection for deep learning-based corrosion grading of steel railway bridges,Scientific Reports,article,https://doi.org/10.1038/s41598-026-68249-4,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.3390/electronics15020317,2026,Detection and Mitigation of Cyber Attacks on UAV Networks,Electronics,article,https://doi.org/10.3390/electronics15020317,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,https://openalex.org/W2611689377,2016,Development of a Low-Cost Solution for the Navigation of UAVs in GPS-DeniedEnvironment,OhioLink ETD Center (Ohio Library and Information Network),article,http://rave.ohiolink.edu/etdc/view?acc_num=toledo1470181376,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.1002/acs.3561,2023,Disturbance rejection enhancement using predictive control for the fixed‐wing UAV with multiple ailerons,International Journal of Adaptive Control and Signal Processing,article,https://doi.org/10.1002/acs.3561,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,https://openalex.org/W1501969294,2006,Earth Observations and the Role of UAVs: A Capabilities Assessment,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20070022356,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1139/dsa-2024-0062,2025,Experimental implementation of state-dependent Riccati equation control on quadrotors,Drone Systems and Applications,article,https://doi.org/10.1139/dsa-2024-0062,PX4 ArduPilot recovery benchmark,False,1,quadrotor
openalex,doi:10.48550/arxiv.2608.27604,2026,FlyBlind: Cross-Slice Timeliness Attacks on UAV Situational Awareness over 5G,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2608.27604,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.1109/access.2025.3620992,2025,GPS Spoofing Attacks on Autonomous Navigation Systems for UAVs,IEEE Access,article,https://doi.org/10.1109/access.2025.3620992,UAV autopilot failsafe configuration testing fuzzing,False,1,uav
openalex,arxiv:2604.16699,2026,Glitch in the Sky: Exploiting Voltage Fault Injection in UAV Flight Controllers,arXiv (Cornell University),preprint,https://arxiv.org/abs/2604.16699,UAV autopilot failsafe configuration testing fuzzing,False,1,uav
openalex,doi:10.1109/mra.2016.2515038,2016,"How the Outback Challenge Was Won: The Motivation for the UAV Challenge Outback Rescue, the Competition Mission, and a Summary of the Six Events",IEEE Robotics & Automation Magazine,article,https://doi.org/10.1109/mra.2016.2515038,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,https://openalex.org/W4412282583,2014,"Long Time Coming:Developing and Integrating UAVs into the American, British, French, and Danish Armed Forces",Research at the University of Copenhagen (University of Copenhagen),book,https://researchprofiles.ku.dk/da/publications/031f8250-2bcd-4e49-ae51-cd563780007b,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.3390/drones9090663,2025,Mechanisms and Control Strategies for Morphing Structures in Quadrotors: A Review and Future Prospects,Drones,article,https://doi.org/10.3390/drones9090663,PX4 ArduPilot recovery benchmark,False,1,quadrotor
openalex,doi:10.20944/preprints202306.1725.v1,2023,Multirotor UAV – a Multidisciplinary Platform for Teaching Mechatronics Engineering,Preprints.org,preprint,https://doi.org/10.20944/preprints202306.1725.v1,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,doi:10.22541/au.176281850.08964861/v1,2025,Post-Quantum Cryptography for Military UAV Communication Systems A Comprehensive Framework for Quantum-Resistant Security in MAVLink-Based Unmanned Aerial Vehicles,,preprint,https://doi.org/10.22541/au.176281850.08964861/v1,PX4 ArduPilot recovery benchmark,False,1,uav
